game_name,game_code,type,cost_price,tax,sale_price
ORBIT,pc,2,6.41,0.09,6.99
BattleLore: Command,pc,2,9.17,0.09,9.99
Bierzerkers,pc,2,0.0,0.09,0.0
Beyond Sol,pc,2,10.08,0.09,10.99
Walkover,pc,2,0.0,0.09,0.0
M4 Tank Brigade,pc,1,13.75,0.09,14.99
UFHO2,pc,2,0.0,0.09,0.0
MyDream,pc,2,13.75,0.09,14.99
INIT.,pc,2,1.83,0.09,1.99
Dead TrailZ,pc,2,9.17,0.09,9.99
The Black Watchmen,pc,1,13.75,0.09,14.99
BlastZone 2,pc,2,2.74,0.09,2.99
Dark Forester,pc,1,27.51,0.09,29.99
TableTop Cricket,pc,2,9.17,0.09,9.99
Burstfire,pc,2,0.0,0.09,0.0
Romeros Aftermath,pc,1,0.0,0.09,0.0
Ancestory,pc,2,13.75,0.09,14.99
The Gate,pc,2,0.0,0.09,0.0
TransOcean 2: Rivals,pc,2,22.93,0.09,24.99
Dead Sea,pc,2,1.55,0.09,1.69
Sandmason,pc,2,3.66,0.09,3.99
Alganon,pc,1,0.0,0.09,0.0
The Bug Butcher,pc,2,7.33,0.09,7.99
Streets of Fury EX,pc,2,9.17,0.09,9.99
Cricket Captain 2015,pc,2,11.92,0.09,12.99
Niffelheim,pc,2,18.34,0.09,19.99
Rustbucket Rumble,pc,2,0.0,0.09,0.0
Counter Spell,pc,2,6.41,0.09,6.99
Veteran Combat,pc,2,1.14,0.09,1.24
Quiplash,pc,2,9.17,0.09,9.99
Cultures - Northland,pc,2,0.91,0.09,0.99
Tales of Zestiria,pc,2,45.86,0.09,49.99
Spirit of War,pc,2,9.17,0.09,9.99
Dead Realm,pc,2,13.75,0.09,14.99
Porcunipine,pc,2,9.17,0.09,9.99
The Indie Mixtape,pc,2,9.17,0.09,9.99
Subspace Continuum,pc,1,0.0,0.09,0.0
Chicken Invaders 5,pc,2,4.58,0.09,4.99
Time of Dragons,pc,2,0.0,0.09,0.0
Oil Enterprise,pc,2,18.34,0.09,19.99
D.U.S.T.,pc,2,13.75,0.09,14.99
Aberoth,pc,1,0.0,0.09,0.0
Devouring Stars,pc,2,9.17,0.09,9.99
LoveBeat,pc,2,0.0,0.09,0.0
We Are Legion,pc,2,9.17,0.09,9.99
Miner Warfare,pc,2,2.74,0.09,2.99
The Settlers Online,pc,2,0.0,0.09,0.0
Indie Assault,pc,2,9.17,0.09,9.99
Race Online,pc,2,11.0,0.09,11.99
TDP5 Arena 3D,pc,2,0.0,0.09,0.0
Crazy Steam Bros 2,pc,2,1.83,0.09,1.99
MotoGP(tm)15,pc,2,36.69,0.09,39.99
Codename CURE,pc,2,0.0,0.09,0.0
Geocore,pc,2,9.17,0.09,9.99
Perfection of Wisdom,pc,2,9.17,0.09,9.99
Flamberge,pc,2,9.17,0.09,9.99
Space Run Galaxy,pc,2,18.34,0.09,19.99
Survarium,pc,1,0.0,0.09,0.0
Commander Cool 2,pc,2,2.74,0.09,2.99
Fuego!,pc,2,9.17,0.09,9.99
Heroes of Scene,pc,1,0.0,0.09,0.0
Cuban Missile Crisis,pc,2,4.58,0.09,4.99
METAL SLUG DEFENSE,pc,2,0.0,0.09,0.0
Dragomon Hunter,pc,1,0.0,0.09,0.0
Interloper,pc,2,11.0,0.09,11.99
Soccer Rage,pc,2,9.17,0.09,9.99
Band of Drones,pc,2,7.33,0.09,7.99
Galacide,pc,2,9.17,0.09,9.99
One More Line,pc,2,2.74,0.09,2.99
Break_In,pc,2,4.58,0.09,4.99
Cobalt,pc,2,18.34,0.09,19.99
Rogue Continuum,pc,2,9.17,0.09,9.99
Telepath Tactics,pc,2,13.75,0.09,14.99
ZombieRun,pc,2,2.74,0.09,2.99
Canabalt,pc,2,2.74,0.09,2.99
MX vs. ATV Unleashed,pc,2,9.17,0.09,9.99
Heroes of Loot,pc,2,4.58,0.09,4.99
Elite Dangerous,pc,1,27.51,0.09,29.99
In Space We Brawl,pc,2,8.25,0.09,8.99
Shift Happens,pc,2,12.83,0.09,13.99
Choice Chamber,pc,1,9.17,0.09,9.99
Cloud Knights,pc,2,1.37,0.09,1.49
How to Survive 2,pc,2,8.25,0.09,8.99
Nightside,pc,2,6.41,0.09,6.99
Kiai Resonance,pc,2,4.58,0.09,4.99
Spellsworn,pc,2,9.17,0.09,9.99
Cards and Castles,pc,2,0.0,0.09,0.0
Run and Fire,pc,2,0.0,0.09,0.0
Ultimate Tic-Tac-Toe,pc,2,0.0,0.09,0.0
Descent: Underground,pc,2,27.51,0.09,29.99
Mother Russia Bleeds,pc,2,13.75,0.09,14.99
Shrooms,pc,2,13.75,0.09,14.99
Skyhook,pc,2,7.33,0.09,7.99
Ice Cream Surfer,pc,2,2.74,0.09,2.99
Accidental Runner,pc,2,0.0,0.09,0.0
Knight & Damsel,pc,2,3.66,0.09,3.99
Tree of Life,pc,1,18.34,0.09,19.99
The Living Dungeon,pc,2,18.34,0.09,19.99
Dungeon League,pc,2,9.17,0.09,9.99
Boss Monster,pc,2,4.58,0.09,4.99
Dog Fight,pc,2,9.17,0.09,9.99
Push Me Pull You,pc,2,13.75,0.09,14.99
Regimental Chess,pc,2,0.0,0.09,0.0
Fighties,pc,2,4.58,0.09,4.99
3D MiniGolf,pc,2,9.17,0.09,9.99
Black Mesa,pc,2,18.34,0.09,19.99
Caveman Craig,pc,2,10.08,0.09,10.99
Interstellar Rift,pc,2,13.75,0.09,14.99
Robot Arena III,pc,2,18.34,0.09,19.99
Seeders,pc,2,4.58,0.09,4.99
Capsule Force,pc,2,4.58,0.09,4.99
Swordsman,pc,1,0.0,0.09,0.0
XIIZEAL,pc,2,11.0,0.09,11.99
Total War: WARHAMMER,pc,2,55.04,0.09,59.99
CINEVEO - VR Cinema,pc,2,9.17,0.09,9.99
Roguelands,pc,2,9.17,0.09,9.99
Skyflower,pc,2,2.74,0.09,2.99
Wonky Pigeon!,pc,2,4.58,0.09,4.99
Reagan Gorbachev,pc,2,4.58,0.09,4.99
Super Snow Fight,pc,2,4.58,0.09,4.99
CHARIOT WARS,pc,2,6.41,0.09,6.99
Battle of the Bulge,pc,2,9.17,0.09,9.99
BRAWL,pc,2,13.75,0.09,14.99
Rugby World Cup 2015,pc,2,27.51,0.09,29.99
Below Kryll,pc,2,4.58,0.09,4.99
Heroes of Normandie,pc,2,27.51,0.09,29.99
rFactor 2,pc,2,29.35,0.09,31.99
Disposable Heroes,pc,2,4.58,0.09,4.99
Wurm Unlimited,pc,1,27.51,0.09,29.99
METAL SLUG,pc,2,7.33,0.09,7.99
SHOCK TROOPERS,pc,2,7.33,0.09,7.99
TWINKLE STAR SPRITES,pc,2,7.33,0.09,7.99
Dead Star,pc,2,18.34,0.09,19.99
Savage Resurrection,pc,2,18.34,0.09,19.99
Broken Bots,pc,2,6.41,0.09,6.99
Adorables,pc,2,2.74,0.09,2.99
Spy Bugs,pc,2,9.17,0.09,9.99
Lootfest,pc,2,0.91,0.09,0.99
Helena The 3rd,pc,2,0.91,0.09,0.99
Wish Project,pc,2,1.83,0.09,1.99
Dwarven Brawl Bros,pc,2,4.58,0.09,4.99
Angels Fall First,pc,2,16.5,0.09,17.99
3D Paraglider,pc,2,1.83,0.09,1.99
Polyball,pc,2,13.75,0.09,14.99
Chronoclysm,pc,2,8.25,0.09,8.99
Mysterious Space,pc,2,9.17,0.09,10.0
Sirius Online,pc,2,0.0,0.09,0.0
Obliteracers,pc,2,13.75,0.09,14.99
Nebula Online,pc,1,0.91,0.09,0.99
OreLight,pc,2,13.75,0.09,14.99
Force of Elements,pc,2,0.0,0.09,0.0
Yargis - Space Melee,pc,2,13.75,0.09,14.99
Age of Survival,pc,2,17.42,0.09,18.99
Megatect,pc,2,7.33,0.09,7.99
Crossfire: Dungeons,pc,2,3.66,0.09,3.99
Gremlins Inc.,pc,2,9.62,0.09,10.49
Wyrmsun,pc,2,0.0,0.09,0.0
Axis Football 2015,pc,2,13.75,0.09,14.99
Uncrowded,pc,2,0.91,0.09,0.99
Lion Quest,pc,2,11.0,0.09,11.99
Front Wars,pc,2,6.41,0.09,6.99
NBA 2K16,pc,2,55.04,0.09,59.99
Pixel Galaxy,pc,2,9.17,0.09,9.99
Dungeoncraft,pc,2,9.17,0.09,9.99
Holodrive,pc,2,9.17,0.09,9.99
Rugby Challenge 3,pc,2,45.86,0.09,49.99
Demons with Shotguns,pc,2,9.17,0.09,9.99
Dr. Spacezoo,pc,2,7.33,0.09,7.99
Hostile Dimension,pc,2,1.83,0.09,1.99
Gunnheim,pc,2,9.17,0.09,9.99
Legends of Pixelia,pc,2,9.17,0.09,9.99
Collider,pc,2,5.5,0.09,5.99
Gunslugs,pc,2,4.58,0.09,4.99
Barony,pc,2,9.17,0.09,9.99
Yasai Ninja,pc,2,1.83,0.09,1.99
Warriors & Castles,pc,2,2.74,0.09,2.99
The Language Game,pc,2,4.58,0.09,4.99
Second Warfare,pc,2,13.75,0.09,14.99
Girl Amazon Survival,pc,2,2.74,0.09,2.99
RPG MO,pc,1,0.0,0.09,0.0
Shot In The Dark,pc,2,0.0,0.09,0.0
Stones of Sorrow,pc,2,3.66,0.09,3.99
The Kindred,pc,2,13.75,0.09,14.99
1993 Space Machine,pc,2,8.25,0.09,8.99
Ryzom,pc,1,0.0,0.09,0.0
Portal Knights,pc,2,13.75,0.09,14.99
Fork Truck Challenge,pc,2,7.33,0.09,7.99
Concealed Intent,pc,2,13.75,0.09,14.99
Twin Robots,pc,2,4.58,0.09,4.99
DARK SOULS(tm) III,pc,2,55.04,0.09,59.99
Mactabilis,pc,2,2.74,0.09,2.99
Ember Strike,pc,2,0.0,0.09,0.0
Tiki Galore,pc,2,2.74,0.09,2.99
Positron,pc,2,0.0,0.09,0.0
Death Tractor,pc,2,3.66,0.09,3.99
Butsbal,pc,2,2.74,0.09,2.99
Chronicon,pc,2,9.17,0.09,9.99
Football Tactics,pc,2,13.75,0.09,14.99
DungeonRift,pc,2,9.17,0.09,9.99
Air Brawl,pc,2,0.0,0.09,0.0
Volstead,pc,2,2.74,0.09,2.99
Build n Bump,pc,2,2.74,0.09,2.99
Trackmania(r) Turbo,pc,2,36.69,0.09,39.99
Assault Corps 2,pc,1,2.74,0.09,2.99
SAGA,pc,1,0.0,0.09,0.0
The Isle,pc,2,18.34,0.09,19.99
Ground Breakers,pc,2,9.17,0.09,9.99
OVERGRAVITY,pc,2,4.58,0.09,4.99
Acaratus,pc,2,22.93,0.09,24.99
WildStar,pc,1,0.0,0.09,0.0
Splendor,pc,2,9.17,0.09,9.99
Hot Guns,pc,2,8.25,0.09,8.99
Tactical Genius,pc,2,0.0,0.09,0.0
Western Press,pc,2,4.58,0.09,4.99
Chicken Invaders 3,pc,2,4.58,0.09,4.99
Unfair Jousting Fair,pc,2,4.58,0.09,4.99
Space Drifters 2D,pc,2,0.91,0.09,0.99
Fox & Flock,pc,2,1.83,0.09,1.99
Mushihimesama,pc,2,18.34,0.09,19.99
Eternal Destiny,pc,2,9.17,0.09,9.99
Mortos,pc,2,2.47,0.09,2.69
Protocol,pc,2,0.91,0.09,0.99
Rebel Wings,pc,2,9.17,0.09,9.99
Fortify,pc,2,4.58,0.09,4.99
Nomad,pc,2,0.0,0.09,0.0
Badland Bandits,pc,2,0.0,0.09,0.0
Sumo Revise,pc,2,4.58,0.09,4.99
DELTAZEAL,pc,2,11.0,0.09,11.99
Animated Puzzles,pc,2,7.33,0.09,7.99
DOOM,pc,2,55.04,0.09,59.99
MiniOne Racing,pc,2,4.58,0.09,4.99
Hover Junkers,pc,2,32.1,0.09,34.99
Axion,pc,2,1.83,0.09,1.99
Fishing Planet,pc,2,0.0,0.09,0.0
Zombie Killtime,pc,2,3.66,0.09,3.99
Wind of Luck: Arena,pc,1,0.0,0.09,0.0
Demon Horde Master,pc,2,1.83,0.09,1.99
Teeworlds,pc,2,0.0,0.09,0.0
Bocce Revolution,pc,2,13.75,0.09,14.99
6 Nights,pc,2,3.66,0.09,3.99
Sky Rogue,pc,2,9.17,0.09,9.99
Ted by Dawn,pc,2,0.0,0.09,0.0
Dead by Daylight,pc,2,18.34,0.09,19.99
Dragon Rider,pc,2,0.0,0.09,0.0
Allods Online RU,pc,1,0.0,0.09,0.0
RC Simulation 2.0,pc,2,13.75,0.09,14.99
DRIFT 84,pc,2,2.74,0.09,2.99
Koala Kids,pc,2,2.74,0.09,2.99
Xenocide,pc,2,2.74,0.09,2.99
Dragon Saga,pc,1,0.0,0.09,0.0
Eon Altar,pc,2,6.41,0.09,6.99
Lightrise(tm),pc,2,0.91,0.09,0.99
8Bit Fiesta,pc,2,6.41,0.09,6.99
Space Xonix,pc,2,1.83,0.09,1.99
Devils Bluff,pc,2,13.75,0.09,14.99
E.T. Armies,pc,2,3.43,0.09,3.74
Relic Hunters Zero,pc,2,0.0,0.09,0.0
Piercing Blow,pc,2,0.0,0.09,0.0
Feudalism,pc,2,13.75,0.09,14.99
Vortex,pc,2,4.58,0.09,4.99
The Ship: Remasted,pc,2,18.34,0.09,19.99
Rivals of Aether,pc,2,13.75,0.09,14.99
Castles,pc,2,2.74,0.09,2.99
Impulse Revolution,pc,2,6.41,0.09,6.99
Prominence Poker,pc,2,0.0,0.09,0.0
Handball 16,pc,2,36.69,0.09,39.99
Zombie Party,pc,2,9.17,0.09,9.99
Temporal Shift,pc,2,9.17,0.09,9.99
Police Infinity,pc,2,9.17,0.09,9.99
AoF Chess Club 2.0,pc,2,9.17,0.09,9.99
The Last Warlock,pc,2,5.5,0.09,5.99
Jet Racing Extreme,pc,2,3.66,0.09,3.99
Planet Centauri,pc,2,13.75,0.09,14.99
MiniDrivers,pc,2,5.5,0.09,5.99
Galactic Conquerors,pc,2,7.33,0.09,7.99
WWE 2K16,pc,2,45.86,0.09,49.99
Tachyon Project,pc,2,9.17,0.09,9.99
Golden Rush,pc,1,0.0,0.09,0.0
Crossout,pc,1,27.51,0.09,29.99
Rise: Battle Lines,pc,2,5.5,0.09,5.99
SMITE,pc,2,0.0,0.09,0.0
Foosball: World Tour,pc,2,8.25,0.09,8.99
Dungeons & Robots,pc,2,8.25,0.09,8.99
Puzzle Strike,pc,2,13.75,0.09,14.99
Cashtronauts,pc,2,7.33,0.09,7.99
Rake,pc,2,4.58,0.09,4.99
Earth Overclocked,pc,2,7.33,0.09,7.99
Zombie Hunter Inc.,pc,2,9.17,0.09,9.99
Steel Rain,pc,2,9.17,0.09,9.99
Mold on Pizza,pc,2,9.17,0.09,9.99
Scrap Mechanic,pc,2,18.34,0.09,19.99
TankZone Battle,pc,2,8.25,0.09,8.99
Big Journey to Home,pc,2,4.58,0.09,4.99
CATS!,pc,2,9.17,0.09,9.99
Fracture the Flag,pc,2,2.74,0.09,2.99
Unnamed Fiasco,pc,2,9.17,0.09,9.99
Pocket Rumble,pc,2,9.17,0.09,9.99
NANOS,pc,2,4.58,0.09,4.99
Tic-Toc-Tower,pc,2,4.58,0.09,4.99
Knight Online,pc,1,0.0,0.09,0.0
Wild Animal Racing,pc,2,3.66,0.09,3.99
Garlock Online,pc,2,0.0,0.09,0.0
Mitos.is: The Game,pc,2,0.0,0.09,0.0
Formula Fusion,pc,2,18.34,0.09,19.99
Toilet Tycoon,pc,2,4.58,0.09,4.99
Tyler,pc,2,0.55,0.09,0.6
Steel Ocean,pc,1,0.0,0.09,0.0
Circuit Breakers,pc,2,7.33,0.09,7.99
Angry Arrows,pc,2,4.58,0.09,4.99
F1 2016,pc,2,55.04,0.09,59.99
STEEL RIVALS,pc,2,6.41,0.09,6.99
Dolguth,pc,2,5.5,0.09,5.99
Arclight Cascade,pc,2,6.41,0.09,6.99
Forgotten Lore,pc,2,9.17,0.09,9.99
Gun Rocket,pc,2,1.83,0.09,1.99
WARMODE,pc,2,0.0,0.09,0.0
Labyrinth Simulator,pc,2,4.58,0.09,4.99
Egyptian Senet,pc,2,4.58,0.09,4.99
Uebergame,pc,2,0.0,0.09,0.0
BattleSouls,pc,2,0.0,0.09,0.0
Fatal Theory,pc,2,3.66,0.09,3.99
WARSHIFT,pc,2,18.34,0.09,19.99
Lucadian Chronicles,pc,2,7.33,0.09,7.99
Gluck Auf,pc,2,3.66,0.09,3.99
Shus Garden,pc,2,4.58,0.09,4.99
Squad,pc,2,36.69,0.09,39.99
Hurtworld,pc,2,22.93,0.09,24.99
Ice Lakes,pc,2,8.94,0.09,9.74
Crazy Pixel Streaker,pc,2,9.17,0.09,9.99
Synchrom,pc,2,4.58,0.09,4.99
RoShamBo,pc,2,0.0,0.09,0.0
Get Over Here,pc,2,9.17,0.09,9.99
Trigonarium,pc,2,2.74,0.09,2.99
Atom Universe,pc,1,0.0,0.09,0.0
Battleborn,pc,2,55.04,0.09,59.99
Dance Magic,pc,2,9.17,0.09,9.99
Hearts of Iron IV,pc,2,33.02,0.09,35.99
BattleStick,pc,1,0.0,0.09,0.0
HELLDIVERS(tm),pc,2,18.34,0.09,19.99
Tower Unite,pc,1,13.75,0.09,14.99
Dead Effect 2,pc,2,5.5,0.09,5.99
Owys,pc,2,0.91,0.09,0.99
Square Brawl,pc,2,4.58,0.09,4.99
Voxel Blast,pc,2,11.0,0.09,11.99
Operation Hardcore,pc,2,5.5,0.09,5.99
We Are The Dwarves,pc,2,22.93,0.09,24.99
Inventioneers,pc,2,6.41,0.09,6.99
Armor Clash  [RTS],pc,2,9.17,0.09,9.99
Velocity Stream,pc,2,9.17,0.09,9.99
Backgammon Blitz,pc,2,3.66,0.09,3.99
`lm ryb,pc,1,50.45,0.09,54.99
The Rise of Chubtan,pc,2,7.33,0.09,7.99
Tank Battle: 1944,pc,2,9.17,0.09,9.99
CMYW,pc,2,3.66,0.09,3.99
TowerClimb,pc,2,13.75,0.09,14.99
Hover Cubes: Arena,pc,2,13.75,0.09,14.99
GRIP,pc,2,14.67,0.09,15.99
Faeria,pc,2,0.0,0.09,0.0
MachineCraft,pc,2,0.0,0.09,0.0
Looterkings,pc,2,16.5,0.09,17.99
Space Food Truck,pc,2,12.28,0.09,13.39
Shmadow,pc,2,1.83,0.09,1.99
BattleQuiz,pc,2,2.74,0.09,2.99
Super Bomb Rush!,pc,2,7.33,0.09,7.99
Lets Sing 2016,pc,2,22.93,0.09,24.99
Carnivore Land,pc,2,7.33,0.09,7.99
Evochron Legacy,pc,2,22.93,0.09,24.99
Timberman,pc,2,0.91,0.09,0.99
War of Beach,pc,2,0.0,0.09,0.0
Fasaria World Online,pc,1,9.17,0.09,9.99
Straima,pc,2,6.41,0.09,6.99
Actua Golf 3,pc,2,4.58,0.09,4.99
XNemesis,pc,2,4.58,0.09,4.99
The Prism,pc,2,4.12,0.09,4.49
Nuclear Shot,pc,2,0.91,0.09,0.99
Battle Battalions,pc,1,0.0,0.09,0.0
Mad Snowboarding,pc,2,8.25,0.09,8.99
Atari Vault,pc,2,18.34,0.09,19.99
Concrete Jungle,pc,2,11.92,0.09,12.99
Bass Blocks,pc,2,4.58,0.09,4.99
NeuroVoider,pc,2,12.83,0.09,13.99
WeaponizedChess,pc,2,18.34,0.09,19.99
WarpBall,pc,2,0.0,0.09,0.0
Bleeding Blocks,pc,2,1.83,0.09,1.99
Anode,pc,2,3.66,0.09,3.99
Birth of Shadows,pc,2,4.58,0.09,4.99
Dinosaur Hunt,pc,2,0.91,0.09,0.99
ChargeShot,pc,2,9.17,0.09,9.99
Puzzle Ball,pc,2,2.74,0.09,2.99
Lift It,pc,2,4.58,0.09,4.99
Hyperdrive Massacre,pc,2,2.28,0.09,2.49
Linkrealms,pc,1,18.34,0.09,19.99
Tabletopia,pc,2,9.17,0.09,9.99
Atlas Reactor,pc,2,0.0,0.09,0.0
Cloudrift,pc,2,9.17,0.09,9.99
SkyScrappers,pc,2,5.95,0.09,6.49
Klepto,pc,2,11.92,0.09,12.99
MotoGP(tm)15 Compact,pc,2,9.17,0.09,9.99
Tracks and Turrets,pc,2,10.08,0.09,10.99
BADBLOOD,pc,2,7.33,0.09,7.99
Curvatron,pc,2,0.91,0.09,0.99
Carrotting Brain,pc,2,8.25,0.09,8.99
SUPERFIGHT,pc,2,9.17,0.09,9.99
Ragdoll Runners,pc,2,4.58,0.09,4.99
Emergency 2016,pc,2,36.69,0.09,39.99
Dangerous Golf,pc,2,18.34,0.09,19.99
Jet Set Knights,pc,2,4.12,0.09,4.49
Combat Core,pc,2,14.67,0.09,15.99
Astral Breakers,pc,2,4.58,0.09,4.99
DesertLand 2115,pc,2,2.28,0.09,2.49
Twilight Struggle,pc,2,13.75,0.09,14.99
Lighthockey,pc,2,1.83,0.09,1.99
Axes and Arrows,pc,2,9.17,0.09,9.99
Minigolf VR,pc,2,18.34,0.09,19.99
FL337 - Fleet,pc,2,9.17,0.09,9.99
Crush Your Enemies,pc,2,9.17,0.09,9.99
Epic Showdown,pc,2,4.58,0.09,4.99
Dub Dash,pc,2,4.58,0.09,4.99
AltspaceVR,pc,2,0.0,0.09,0.0
Club Manager 2016,pc,2,22.93,0.09,24.99
Devilian,pc,1,0.0,0.09,0.0
Indie Game Battle,pc,2,9.17,0.09,9.99
R.B.I. Baseball 16,pc,2,18.34,0.09,19.99
Dungeons Of Kragmor,pc,2,0.91,0.09,0.99
Space Overlords,pc,2,7.33,0.09,7.99
ORION,pc,2,0.91,0.09,0.99
Code of Princess,pc,2,13.75,0.09,14.99
Unfortunate Spacemen,pc,2,13.75,0.09,14.99
Zombasite,pc,2,18.34,0.09,19.99
Clumsy Moose Season,pc,2,2.74,0.09,2.99
Genesis Online,pc,2,0.0,0.09,0.0
No1Left,pc,2,8.25,0.09,8.99
One Final Chaos,pc,2,4.58,0.09,4.99
Rumble,pc,2,4.58,0.09,4.99
Liftoff,pc,2,18.34,0.09,19.99
HEX: Shards of Fate,pc,2,0.0,0.09,0.0
Master of Orion 1,pc,2,5.5,0.09,5.99
Master of Orion 2,pc,2,5.5,0.09,5.99
Galaxy Admirals,pc,2,1.83,0.09,1.99
Men of Valor,pc,2,9.17,0.09,9.99
Hybrid Wars,pc,2,0.0,0.09,0.0
Quantum Lock,pc,2,5.5,0.09,5.99
Brick Inventions,pc,2,6.41,0.09,6.99
HordeZ,pc,2,14.67,0.09,15.99
Labyrinth,pc,2,9.17,0.09,9.99
Castle Chaos,pc,2,7.33,0.09,7.99
The Black Death,pc,2,18.34,0.09,19.99
Bullet Heaven 2,pc,2,11.0,0.09,11.99
Drift Streets Japan,pc,2,4.58,0.09,4.99
Mytheon,pc,1,9.17,0.09,9.99
Rocket Fist,pc,2,8.25,0.09,8.99
The Extinction,pc,2,2.74,0.09,2.99
Recourse,pc,2,36.69,0.09,39.99
Krosmaster Arena,pc,2,0.0,0.09,0.0
Junk Jack,pc,2,13.75,0.09,14.99
Raining Blobs,pc,2,9.17,0.09,9.99
5089: The Action RPG,pc,2,5.5,0.09,5.99
Epic Clicker Journey,pc,2,0.0,0.09,0.0
Corgi Warlock,pc,2,0.9,0.09,0.98
Pang Adventures,pc,2,9.17,0.09,9.99
Feesh,pc,2,0.91,0.09,0.99
Star Crusade CCG,pc,2,0.0,0.09,0.0
OmniBus,pc,2,9.17,0.09,9.99
Lightbender,pc,2,2.74,0.09,2.99
Gun Bombers,pc,2,7.33,0.09,7.99
Vehicle Simulator,pc,2,22.94,0.09,25.0
Space Impossible,pc,2,7.33,0.09,7.99
The Lost Island,pc,2,8.25,0.09,8.99
MiniBikers,pc,2,5.5,0.09,5.99
Tacopocalypse,pc,2,9.17,0.09,9.99
Gunslingers,pc,2,0.0,0.09,0.0
Oh...Sir!,pc,2,0.0,0.09,0.0
Color By,pc,2,9.17,0.09,9.99
Astral Gun,pc,2,1.83,0.09,1.99
Moto Racer  4,pc,2,27.51,0.09,29.99
Apotheon Arena,pc,2,0.0,0.09,0.0
Upwards Lonely Robot,pc,2,9.17,0.09,9.99
Tempest,pc,2,13.75,0.09,14.99
Gumball Drift,pc,2,18.34,0.09,19.99
RWBY: Grimm Eclipse,pc,2,18.34,0.09,19.99
Gurgamoth,pc,2,4.58,0.09,4.99
SculptrVR,pc,2,18.34,0.09,19.99
The TakeOver,pc,2,5.5,0.09,5.99
Wishmere,pc,2,11.0,0.09,11.99
Vector Strain,pc,2,3.2,0.09,3.49
Lifeless,pc,2,18.34,0.09,19.99
Cubixx HD,pc,2,8.25,0.09,8.99
Elite vs. Freedom,pc,2,11.92,0.09,12.99
StarBreak,pc,1,0.0,0.09,0.0
Mech Anarchy,pc,2,7.33,0.09,7.99
CHKN,pc,2,13.75,0.09,14.99
RoBoRumble,pc,2,5.5,0.09,5.99
Catch Me,pc,2,5.5,0.09,5.99
Quatros Origins,pc,2,4.58,0.09,4.99
ReVeN: XBridge,pc,2,9.17,0.09,9.99
Wand Wars,pc,2,11.0,0.09,11.99
Wacky Wheels HD,pc,2,9.17,0.09,9.99
VR Karts SteamVR,pc,2,13.75,0.09,14.99
Holodance,pc,2,9.17,0.09,9.99
Divergence: Online,pc,1,27.51,0.09,29.99
T-Kara Puzzles,pc,2,2.74,0.09,2.99
ZHEROS,pc,2,9.17,0.09,9.99
Trainz Driver 2016,pc,2,18.34,0.09,19.99
Air Missions: HIND,pc,2,15.59,0.09,16.99
HERO DEFENSE,pc,2,13.75,0.09,14.99
Hyper Gods,pc,2,0.0,0.09,0.0
Automata Empire,pc,2,8.25,0.09,8.99
Marooners,pc,2,8.34,0.09,9.09
BanHammer,pc,2,2.74,0.09,2.99
Fragmental,pc,2,13.75,0.09,14.99
Farm Expert 2017,pc,2,18.34,0.09,19.99
Bell Ringer,pc,2,6.41,0.09,6.99
Galactineers,pc,2,9.17,0.09,9.99
ScudBuster,pc,2,4.58,0.09,4.99
Assassins vs Pirates,pc,2,7.33,0.09,7.99
Super Button Soccer,pc,2,6.41,0.09,6.99
Ghostbusters(tm),pc,2,45.86,0.09,49.99
Dragonpath,pc,2,4.91,0.09,5.35
Periodonica,pc,2,22.93,0.09,24.99
Full Tilt Poker,pc,2,0.0,0.09,0.0
Bubsy Two-Fur,pc,2,4.58,0.09,4.99
Moonshot,pc,2,11.0,0.09,11.99
Age of Magic CCG,pc,1,0.0,0.09,0.0
8-Bit Armies,pc,2,13.75,0.09,14.99
FritzChess 15,pc,2,59.62,0.09,64.99
Factorio,pc,2,18.35,0.09,20.0
Whos Your Daddy,pc,2,4.58,0.09,4.99
Felt Tip Circus,pc,2,7.33,0.09,7.99
Islet Online,pc,1,22.93,0.09,24.99
MadOut Open City,pc,2,7.33,0.09,7.99
Swift,pc,2,5.5,0.09,5.99
Hauntsters,pc,2,4.58,0.09,4.99
Endorlight,pc,2,2.74,0.09,2.99
Neon Chrome,pc,2,13.75,0.09,14.99
CONTASION 2,pc,2,6.41,0.09,6.99
Lost World Zero,pc,1,9.17,0.09,9.99
Feed and Grow: Fish,pc,2,13.75,0.09,14.99
Zamarian,pc,2,4.58,0.09,4.99
Cyborg Rage,pc,2,2.74,0.09,2.99
XenoShyft,pc,2,9.17,0.09,9.99
Falcon 4.0,pc,2,6.41,0.09,6.99
Dungeon Rushers,pc,2,13.75,0.09,14.99
Spellweaver,pc,1,0.0,0.09,0.0
Astro Duel,pc,2,3.2,0.09,3.49
Wondershot,pc,2,11.92,0.09,12.99
Grass Max,pc,2,3.66,0.09,3.99
Shmups Skill Test,pc,2,4.58,0.09,4.99
Of Kings And Men,pc,2,22.93,0.09,24.99
DEFENDERS,pc,2,0.91,0.09,0.99
WolfQuest,pc,2,9.17,0.09,9.99
Mushroom Wars,pc,2,9.17,0.09,9.99
Alchemists Awakening,pc,2,14.67,0.09,15.99
Automobilista,pc,2,36.69,0.09,39.99
Rivalry,pc,2,2.74,0.09,2.99
AfterShock: OUTBREAK,pc,1,0.0,0.09,0.0
Axe Bow & Staff,pc,2,9.17,0.09,9.99
Elemental Heroes,pc,1,0.0,0.09,0.0
